CardNo,Sex,Major,Card_Count,Frequency,Most_Frequent_Place,Avg_Storage,Avg_Spending
183422,女,18皮具艺术,922.0,161,第一食堂,122.92515527950312,19.09333333333333
183423,女,18皮具艺术,249.0,35,第五食堂,27.274285714285714,2.9066666666666667
183424,女,18皮具艺术,719.0,147,第一食堂,62.167346938775516,12.629999999999999
183425,女,18皮具艺术,1187.0,63,第二食堂,169.97269841269843,5.463333333333334
183426,女,18皮具艺术,606.0,48,第一食堂,66.96875,10.43
183427,女,18皮具艺术,193.0,41,第二食堂,99.20951219512196,6.66
183428,女,18皮具艺术,399.0,28,第三食堂,49.25714285714286,6.533333333333333
183429,女,18皮具艺术,623.0,109,第五食堂,53.017431192660545,16.29
183434,男,18视觉传播,727.0,74,第四食堂,62.20135135135135,16.343333333333334
183435,男,18视觉传播,1038.0,147,第二食堂,84.8639455782313,11.493333333333334
183441,男,18视觉传播,616.0,66,第二食堂,50.31363636363636,8.613333333333333
183442,男,18视觉传播,659.0,41,第二食堂,83.86926829268292,6.6466666666666665
183445,男,18视觉传播,850.0,121,第二食堂,95.51570247933884,16.086666666666666
183446,男,18视觉传播,779.0,87,第二食堂,47.35057471264368,14.913333333333332
183447,男,18视觉传播,855.0,172,第二食堂,160.2575581395349,21.78666666666667
183448,男,18视觉传播,1038.0,201,第二食堂,59.30348258706468,16.313333333333333
183450,男,18视觉传播,968.0,90,第二食堂,96.45666666666668,9.379999999999999
183451,女,18视觉传播,521.0,103,第五食堂,52.3126213592233,11.816666666666666
183452,女,18视觉传播,670.0,83,第二食堂,46.325301204819276,11.373333333333333
183453,女,18视觉传播,299.0,3,第二食堂,2.4333333333333336,0.11666666666666667
183454,女,18视觉传播,437.0,70,第一食堂,82.03285714285714,7.8566666666666665
183455,女,18视觉传播,461.0,58,第二食堂,97.62965517241379,9.783333333333333
183457,女,18视觉传播,699.0,104,第二食堂,45.89711538461539,12.353333333333333
183460,女,18视觉传播,568.0,84,第一食堂,90.53571428571429,8.79
183461,女,18视觉传播,699.0,95,第二食堂,50.24421052631579,14.036666666666667
183464,女,18视觉传播,705.0,75,第四食堂,56.797333333333334,12.83
183466,女,18视觉传播,531.0,59,第二食堂,48.2,8.65
183468,女,18视觉传播,692.0,72,第四食堂,80.73472222222222,13.136666666666667
183469,女,18视觉传播,604.0,62,第二食堂,78.40483870967742,9.53
183470,女,18视觉传播,291.0,19,第四食堂,56.27894736842105,6.753333333333333
183473,女,18视觉传播,667.0,80,第一食堂,68.244375,12.293000000000001
183474,女,18视觉传播,789.0,120,第二食堂,50.622499999999995,13.776666666666667
183477,女,18视觉传播,754.0,131,第二食堂,130.68854961832062,26.996666666666666
183479,女,18视觉传播,681.0,110,第二食堂,155.02,13.213333333333333
183480,女,18视觉传播,492.0,62,第二食堂,81.08548387096775,14.25
183481,女,18视觉传播,482.0,57,第二食堂,48.333333333333336,5.126666666666667
183482,女,18视觉传播,651.0,104,第二食堂,49.98365384615385,12.94
183483,女,18视觉传播,201.0,28,教师食堂,57.20357142857143,5.86
183488,女,18视觉传播,744.0,81,第四食堂,87.33456790123458,12.433333333333334
183489,女,18视觉传播,522.0,75,第二食堂,61.05733333333333,9.593333333333334
183490,女,18视觉传播,851.0,111,第一食堂,59.46036036036036,13.306666666666667
183493,男,18艺术设计,249.0,22,第二食堂,36.836363636363636,3.05
183495,男,18艺术设计,728.0,85,第四食堂,129.59529411764706,14.58
183497,男,18艺术设计,573.0,1,水电缴费处,0.95,0.006666666666666667
183498,男,18艺术设计,378.0,45,第一食堂,45.54222222222222,5.223333333333333
183499,男,18艺术设计,313.0,1,第七教学楼,0.0,4.0
183502,男,18艺术设计,480.0,56,第四食堂,55.158928571428575,13.076666666666666
183503,男,18艺术设计,568.0,43,第二食堂,91.89488372093024,6.6466666666666665
183504,男,18艺术设计,284.0,15,第一食堂,70.62666666666668,1.7266666666666666
183505,男,18艺术设计,219.0,16,第五食堂,102.91875,5.573333333333333
183510,男,18艺术设计,426.0,99,第二食堂,41.974747474747474,6.2266666666666675
183511,男,18艺术设计,188.0,43,第二食堂,48.52093023255814,5.413333333333333
183513,男,18艺术设计,693.0,91,第一食堂,53.482417582417575,13.346666666666666
183515,男,18艺术设计,279.0,5,第四食堂,32.2,1.1166666666666667
183519,男,18艺术设计,565.0,63,第四食堂,166.21269841269842,14.556666666666667
183520,男,18艺术设计,348.0,92,第二食堂,22.455434782608698,8.366666666666667
183521,男,18艺术设计,193.0,6,第二食堂,172.09,1.0866666666666667
183522,男,18艺术设计,84.0,8,第四食堂,20.9875,1.75
183523,男,18艺术设计,334.0,18,第一食堂,16.583333333333332,2.1633333333333336
183524,男,18艺术设计,775.0,130,第二食堂,78.97538461538461,13.276666666666667
183525,男,18艺术设计,572.0,76,第三食堂,41.64473684210526,12.46
183526,男,18艺术设计,313.0,13,第一食堂,42.53076923076923,2.1766666666666667
183531,男,18艺术设计,425.0,41,第四食堂,33.75609756097561,7.2266666666666675
183532,男,18艺术设计,649.0,87,第一食堂,116.51379310344828,15.533333333333333
183534,男,18艺术设计,450.0,64,第一食堂,110.6375,7.136666666666667
183535,男,18艺术设计,521.0,18,第二食堂,50.138888888888886,3.1266666666666665
183536,男,18艺术设计,251.0,61,第二食堂,71.89180327868851,8.276666666666667
183537,男,18艺术设计,165.0,8,第一食堂,15.7625,0.8766666666666667
183539,男,18艺术设计,670.0,49,第二食堂,50.391836734693875,7.973333333333333
183541,男,18艺术设计,495.0,47,第一食堂,102.79148936170212,8.663333333333332
183543,女,18艺术设计,529.0,49,第二食堂,52.84285714285715,7.1866666666666665
183544,女,18艺术设计,350.0,60,第五食堂,77.485,11.356666666666666
183545,女,18艺术设计,345.0,36,第二食堂,51.022222222222226,6.283333333333333
183546,女,18艺术设计,635.0,89,第二食堂,78.48112359550561,11.943333333333333
183547,女,18艺术设计,505.0,39,第四食堂,52.843589743589746,5.739999999999999
183548,女,18艺术设计,294.0,21,第二食堂,43.00476190476191,4.3
183549,女,18艺术设计,272.0,48,第二食堂,53.864583333333336,6.463333333333334
183550,女,18艺术设计,440.0,55,第二食堂,44.125454545454545,10.093333333333334
183553,女,18艺术设计,304.0,33,第二食堂,57.39393939393939,5.65
183555,女,18艺术设计,458.0,70,第二食堂,49.114285714285714,8.443333333333333
183556,女,18艺术设计,340.0,57,好利来食品店,32.65964912280702,6.793333333333334
183558,女,18艺术设计,422.0,42,第二食堂,59.62142857142857,5.996666666666667
183561,女,18艺术设计,539.0,3,第二食堂,1.5999999999999999,0.1
183562,女,18艺术设计,470.0,34,第四食堂,45.99235294117647,6.510000000000001
183565,女,18艺术设计,320.0,10,第二食堂,123.00999999999999,2.3
183569,女,18艺术设计,588.0,94,第二食堂,64.7936170212766,13.403333333333334
183570,女,18艺术设计,456.0,2,第二食堂,9.2,0.13333333333333333
183572,女,18艺术设计,543.0,36,第二食堂,38.44222222222223,4.043333333333333
183573,女,18艺术设计,367.0,31,第四食堂,79.46129032258065,5.623333333333333
183574,女,18艺术设计,1193.0,168,第二食堂,126.70940476190476,16.673333333333332
183575,女,18艺术设计,871.0,9,第二食堂,18.08888888888889,0.7366666666666667
183576,女,18艺术设计,549.0,33,第二食堂,40.94242424242424,3.5766666666666667
183577,女,18艺术设计,720.0,55,第二食堂,50.61454545454546,5.87
183579,女,18艺术设计,934.0,126,第二食堂,61.72825396825397,10.379999999999999
183581,女,18艺术设计,321.0,16,第二食堂,52.0875,3.8733333333333335
183582,女,18艺术设计,1081.0,179,第二食堂,51.126648044692736,11.502999999999998
183583,女,18艺术设计,773.0,103,第二食堂,57.029126213592235,10.616666666666667
183584,女,18艺术设计,207.0,48,第二食堂,41.94166666666667,5.4
183585,女,18艺术设计,501.0,31,第二食堂,85.44193548387096,5.703333333333333
183586,女,18艺术设计,706.0,61,第二食堂,51.6055737704918,5.202
183588,女,18艺术设计,938.0,107,第二食堂,36.11635514018691,10.725
183589,女,18艺术设计,743.0,71,第二食堂,50.27887323943662,6.9366666666666665
183590,女,18艺术设计,337.0,17,第二食堂,19.50588235294118,2.43
183591,女,18艺术设计,662.0,57,第二食堂,64.78070175438596,5.723333333333333
183592,女,18艺术设计,832.0,110,第二食堂,66.0409090909091,10.493333333333334
183594,女,18艺术设计,632.0,42,第二食堂,49.00238095238095,5.446666666666667
183595,女,18艺术设计,1004.0,119,第二食堂,40.331092436974785,11.803333333333335
183596,女,18艺术设计,602.0,82,第二食堂,57.571951219512194,10.006666666666666
183598,女,18艺术设计,707.0,47,第二食堂,39.180851063829785,3.4566666666666666
183599,女,18艺术设计,874.0,116,第二食堂,47.58362068965517,14.163333333333332
183602,女,18艺术设计,165.0,13,第二食堂,57.73076923076923,2.2133333333333334
183603,女,18艺术设计,1096.0,135,第二食堂,51.99407407407407,10.273333333333333
183605,女,18艺术设计,281.0,29,第二食堂,48.53793103448275,5.303333333333333
183606,女,18艺术设计,360.0,81,第二食堂,37.18024691358025,13.793333333333333
183608,女,18艺术设计,846.0,99,第二食堂,53.898989898989896,19.223333333333336
183609,女,18艺术设计,507.0,36,第一食堂,65.24611111111112,4.823333333333333
183610,女,18艺术设计,175.0,14,第五食堂,81.02857142857144,2.03
183612,男,18宝玉石鉴定,486.0,61,第五食堂,59.7344262295082,10.41
183613,男,18宝玉石鉴定,698.0,108,第三食堂,83.24444444444444,19.759999999999998
183614,男,18宝玉石鉴定,760.0,101,第三食堂,97.35742574257426,13.620000000000001
183615,男,18宝玉石鉴定,357.0,1,第五食堂,0.8,0.18333333333333332
183616,男,18宝玉石鉴定,231.0,1,第五教学楼,0.8,10.0
183617,男,18宝玉石鉴定,595.0,26,第三食堂,33.66153846153846,4.593333333333334
183621,男,18宝玉石鉴定,272.0,29,第三食堂,52.58620689655172,7.133333333333334
183623,男,18宝玉石鉴定,439.0,18,好利来食品店,50.22222222222222,3.4
183624,男,18宝玉石鉴定,514.0,35,第五食堂,50.40857142857143,5.973333333333333
183625,男,18宝玉石鉴定,577.0,11,第五食堂,34.85454545454545,2.1166666666666667
183626,男,18宝玉石鉴定,754.0,67,第五食堂,50.12089552238806,9.653333333333334
183627,男,18宝玉石鉴定,381.0,40,第三食堂,53.50750000000001,9.58
183628,男,18宝玉石鉴定,290.0,7,第二食堂,21.385714285714283,1.4833333333333334
183629,男,18宝玉石鉴定,491.0,69,第五食堂,57.82608695652174,9.99
183631,男,18宝玉石鉴定,320.0,29,第五食堂,50.8448275862069,6.816666666666666
183632,男,18宝玉石鉴定,392.0,33,第五食堂,48.018181818181816,6.953333333333333
183633,男,18宝玉石鉴定,371.0,33,好利来食品店,52.52727272727273,7.233333333333333
183640,女,18宝玉石鉴定,563.0,71,第三食堂,99.48450704225353,13.366666666666667
183641,女,18宝玉石鉴定,517.0,95,第五食堂,52.45157894736842,10.846666666666666
183642,女,18宝玉石鉴定,556.0,62,第三食堂,74.64354838709677,12.976666666666667
183643,女,18宝玉石鉴定,477.0,66,第五食堂,65.46727272727273,12.546666666666665
183644,女,18宝玉石鉴定,413.0,76,第五食堂,124.27052631578947,8.736666666666668
183645,女,18宝玉石鉴定,573.0,80,第五食堂,36.795,8.110000000000001
183646,女,18宝玉石鉴定,446.0,73,第五食堂,77.73424657534247,11.146666666666667
183647,女,18宝玉石鉴定,436.0,94,第五食堂,59.172340425531914,10.56
183649,女,18宝玉石鉴定,498.0,77,第五食堂,63.077922077922075,12.593333333333334
183651,女,18宝玉石鉴定,792.0,113,第五食堂,79.17876106194691,14.71
183652,女,18宝玉石鉴定,566.0,49,第五食堂,44.16326530612245,5.430000000000001
183653,女,18宝玉石鉴定,510.0,39,第三食堂,42.17948717948718,5.986666666666666
183655,女,18宝玉石鉴定,350.0,36,第五食堂,50.69722222222222,4.786666666666666
183656,女,18宝玉石鉴定,621.0,70,第三食堂,102.92571428571429,12.993333333333334
183657,女,18宝玉石鉴定,272.0,11,第三食堂,22.236363636363635,2.21
183659,女,18宝玉石鉴定,389.0,70,第五食堂,70.78428571428572,19.32
183660,女,18宝玉石鉴定,299.0,1,第三食堂,5.2,0.3
183661,女,18宝玉石鉴定,660.0,112,第五食堂,80.87249999999999,15.013333333333332
183662,女,18宝玉石鉴定,552.0,65,第五食堂,41.56769230769231,7.71
183664,女,18宝玉石鉴定,744.0,85,第五食堂,44.02235294117647,9.7
183665,女,18宝玉石鉴定,611.0,119,第三食堂,104.41680672268907,11.943333333333333
183666,女,18宝玉石鉴定,72.0,2,第五食堂,5.949999999999999,0.36666666666666664
183667,女,18宝玉石鉴定,650.0,87,第五食堂,64.91609195402299,10.336666666666668
183668,女,18宝玉石鉴定,320.0,87,第二食堂,81.6919540229885,15.84
183669,女,18宝玉石鉴定,193.0,27,第三食堂,39.17407407407408,7.053333333333333
183670,女,18宝玉石鉴定,604.0,84,第五食堂,55.00238095238095,10.096666666666666
183671,女,18宝玉石鉴定,804.0,143,第五食堂,53.84965034965035,11.66
183672,女,18宝玉石鉴定,770.0,117,第五食堂,59.55384615384615,15.216666666666667
183673,女,18宝玉石鉴定,524.0,69,第五食堂,39.6463768115942,6.483333333333333
183674,女,18宝玉石鉴定,675.0,83,第三食堂,89.11927710843374,13.816666666666666
183675,女,18宝玉石鉴定,579.0,110,第五食堂,86.01,14.16
183676,女,18宝玉石鉴定,393.0,41,第五食堂,38.298780487804876,5.213333333333334
183677,女,18宝玉石鉴定,540.0,54,第五食堂,238.13518518518518,10.843333333333334
183678,女,18宝玉石鉴定,571.0,26,第五食堂,51.08461538461539,4.67
183679,女,18宝玉石鉴定,853.0,119,第五食堂,59.023529411764706,4.9399999999999995
183680,女,18宝玉石鉴定,628.0,85,第五食堂,69.79176470588236,9.576666666666666
183681,女,18宝玉石鉴定,572.0,87,第三食堂,41.05287356321839,9.226666666666667
183683,女,18宝玉石鉴定,556.0,81,第三食堂,28.003703703703707,7.633333333333334
183685,女,18宝玉石鉴定,478.0,51,第五食堂,62.85294117647059,6.53
183686,女,18宝玉石鉴定,214.0,31,第五食堂,43.71290322580645,6.7733333333333325
183687,女,18宝玉石鉴定,274.0,30,第五食堂,50.233333333333334,5.253333333333333
183688,女,18宝玉石鉴定,595.0,101,第五食堂,53.16831683168317,12.793333333333333
183690,女,18宝玉石鉴定,623.0,105,第五食堂,72.56,12.703333333333335
183691,女,18宝玉石鉴定,643.0,68,第五食堂,54.4885294117647,12.756666666666666
183692,女,18宝玉石鉴定,706.0,123,第五食堂,56.27276422764228,9.651666666666667
183693,女,18宝玉石鉴定,506.0,43,第三食堂,48.00697674418605,6.136666666666667
183694,女,18宝玉石鉴定,434.0,50,第五食堂,135.468,11.520000000000001
183695,女,18宝玉石鉴定,739.0,94,第五食堂,69.76659574468084,13.156666666666666
183697,女,18宝玉石鉴定,655.0,78,第五食堂,57.22948717948717,8.673333333333334
183698,女,18宝玉石鉴定,511.0,80,第五食堂,79.09875,12.443333333333333
183699,女,18宝玉石鉴定,423.0,51,第五食堂,55.67450980392157,6.52
183700,女,18宝玉石鉴定,334.0,39,第五食堂,57.420512820512826,5.5600000000000005
183701,女,18宝玉石鉴定,500.0,117,第五食堂,65.70521367521367,8.126333333333333
183702,女,18宝玉石鉴定,317.0,30,第五食堂,42.79666666666667,3.8066666666666666
183703,女,18宝玉石鉴定,689.0,95,第三食堂,57.73894736842105,9.866666666666667
183706,女,18宝玉石鉴定,805.0,91,第三食堂,57.63846153846154,15.966666666666667
183707,女,18宝玉石鉴定,497.0,54,第五食堂,48.23888888888889,6.48
183708,女,18宝玉石鉴定,841.0,115,第五食堂,90.34391304347825,15.066666666666666
183709,女,18宝玉石鉴定,786.0,139,第五食堂,102.83597122302159,6.7266666666666675
183710,女,18宝玉石鉴定,150.0,1,水电缴费处,3.7,0.03666666666666667
183711,女,18宝玉石鉴定,518.0,77,第五食堂,93.15064935064936,14.513333333333332
183712,女,18宝玉石鉴定,366.0,66,第五食堂,33.24393939393939,5.15
183713,女,18宝玉石鉴定,768.0,141,第五食堂,114.41347517730497,12.696666666666665
183714,女,18宝玉石鉴定,385.0,27,第五食堂,29.92222222222222,3.7066666666666666
183715,女,18宝玉石鉴定,296.0,2,好利来食品店,2.2,0.33
183716,女,18宝玉石鉴定,663.0,76,第三食堂,39.95263157894737,10.133333333333333
183717,女,18宝玉石鉴定,360.0,33,第五食堂,39.03333333333333,5.176666666666667
183719,女,18宝玉石鉴定,824.0,93,第五食堂,49.48064516129032,8.6
183720,女,18宝玉石鉴定,515.0,42,第五食堂,77.93809523809524,6.0
183721,女,18宝玉石鉴定,421.0,28,第三食堂,99.10357142857143,3.3800000000000003
183722,女,18宝玉石鉴定,528.0,49,第五食堂,79.15714285714286,6.46
183723,女,18宝玉石鉴定,636.0,88,第五食堂,53.96477272727273,8.1
183725,女,18宝玉石鉴定,526.0,64,第三食堂,50.9953125,11.123333333333333
183726,女,18宝玉石鉴定,717.0,118,第五食堂,87.72118644067797,12.19
183727,女,18宝玉石鉴定,378.0,34,第三食堂,51.37352941176471,5.486666666666666
183728,女,18宝玉石鉴定,602.0,71,第五食堂,59.19577464788732,10.166666666666666
183729,女,18宝玉石鉴定,235.0,22,第五食堂,27.05454545454546,3.2233333333333336
183730,女,18宝玉石鉴定,523.0,67,第五食堂,93.92686567164179,13.156666666666666
183731,女,18宝玉石鉴定,505.0,70,第五食堂,66.1257142857143,9.41
183732,女,18宝玉石鉴定,767.0,98,第五食堂,53.05204081632653,9.806666666666667
183734,女,18宝玉石鉴定,529.0,70,第五食堂,49.285714285714285,9.15
183735,女,18宝玉石鉴定,712.0,83,第五食堂,99.7421686746988,12.773333333333333
183737,女,18宝玉石鉴定,801.0,121,第五食堂,62.06859504132232,7.423333333333333
183738,女,18宝玉石鉴定,582.0,61,第五食堂,102.3360655737705,6.72
183739,女,18宝玉石鉴定,645.0,74,第五食堂,108.63513513513513,5.28
183741,女,18宝玉石鉴定,515.0,38,第三食堂,35.613157894736844,5.883333333333334
183742,女,18宝玉石鉴定,786.0,161,第五食堂,63.12204968944099,13.936666666666667
183743,女,18宝玉石鉴定,656.0,119,第五食堂,51.18319327731093,15.483333333333333
183744,女,18宝玉石鉴定,662.0,79,第五食堂,48.94405063291139,11.786666666666665
183745,女,18宝玉石鉴定,638.0,11,好利来食品店,142.25,6.203333333333333
183746,女,18宝玉石鉴定,555.0,63,第三食堂,96.7126984126984,13.47
183747,女,18宝玉石鉴定,919.0,108,第五食堂,75.40925925925926,13.56
183748,女,18宝玉石鉴定,244.0,50,第五食堂,44.308,7.003333333333333
183749,女,18宝玉石鉴定,490.0,63,第五食堂,48.08253968253968,5.5633333333333335
183750,女,18宝玉石鉴定,413.0,28,第五食堂,43.92142857142857,3.73
183751,女,18宝玉石鉴定,379.0,10,好利来食品店,61.629999999999995,2.0233333333333334
183752,女,18宝玉石鉴定,353.0,21,第三食堂,44.22380952380953,3.2233333333333336
183753,女,18宝玉石鉴定,484.0,78,第五食堂,70.0525641025641,7.28
183754,女,18宝玉石鉴定,538.0,69,第五食堂,51.12173913043478,9.898333333333333
183755,女,18宝玉石鉴定,485.0,33,第五食堂,36.199999999999996,6.8533333333333335
183757,女,18宝玉石鉴定,922.0,106,第五食堂,81.9132075471698,16.153333333333332
183758,男,18工业工程,443.0,7,第五食堂,22.771428571428572,1.6
183760,男,18工业工程,199.0,37,第四食堂,50.21081081081081,6.923333333333333
183761,男,18工业工程,430.0,18,第五食堂,50.644444444444446,3.2666666666666666
183762,男,18工业工程,446.0,46,第三食堂,57.35434782608696,5.953333333333333
183764,男,18工业工程,740.0,122,第五食堂,64.46065573770491,9.129999999999999
183765,男,18工业工程,474.0,4,第三食堂,10.1,0.8833333333333333
183767,男,18工业工程,615.0,38,第二食堂,41.94736842105263,5.45
183768,男,18工业工程,849.0,91,第五食堂,48.27912087912088,16.533333333333335
183769,男,18工业工程,295.0,41,第五食堂,40.09268292682927,3.2266666666666666
183770,男,18工业工程,536.0,59,第三食堂,99.94745762711864,6.64
183772,男,18工业工程,713.0,78,第三食堂,102.17435897435897,15.883333333333333
183774,男,18工业工程,875.0,107,第五食堂,49.35514018691589,14.536666666666667
183775,男,18工业工程,457.0,78,第五食堂,55.707692307692305,11.866666666666667
183777,女,18工业工程,520.0,25,好利来食品店,48.28,6.1033333333333335
183778,女,18工业工程,964.0,131,第五食堂,54.735114503816796,10.473333333333333
183782,女,18工业工程,464.0,65,第五食堂,53.65846153846154,7.3100000000000005
183783,女,18工业工程,338.0,42,第五食堂,58.38095238095238,8.209999999999999
183784,女,18工业工程,536.0,63,第五食堂,77.96190476190475,10.72
183785,女,18工业工程,932.0,105,第五食堂,55.02,9.0
183787,女,18工业工程,803.0,106,第五食堂,127.4132075471698,14.893333333333334
183788,女,18工业工程,924.0,125,第五食堂,92.29360000000001,16.19
183789,女,18工业工程,312.0,3,第五食堂,3.766666666666666,0.5833333333333334
183792,女,18工业工程,470.0,39,第五食堂,71.43846153846154,7.6033333333333335
183794,女,18工业工程,905.0,122,第五食堂,63.00573770491803,12.9
183795,女,18工业工程,569.0,59,第五食堂,55.1271186440678,4.793333333333334
183797,女,18工业工程,709.0,79,第三食堂,54.793670886075944,8.81
183798,女,18工业工程,711.0,106,第五食堂,111.62169811320754,16.616666666666667
183799,女,18工业工程,549.0,64,第五食堂,49.14375,10.893333333333334
183800,女,18工业工程,768.0,93,第五食堂,96.69086021505376,19.65
183801,女,18工业工程,345.0,73,第一食堂,53.634246575342466,12.143333333333334
183802,女,18工业工程,683.0,80,第五食堂,65.47625000000001,8.446666666666667
183803,女,18工业工程,761.0,97,第三食堂,116.28041237113403,14.846666666666666
183804,女,18工业工程,544.0,77,第五食堂,156.43506493506493,11.296666666666665
183805,女,18工业工程,783.0,102,第五食堂,52.115686274509805,8.593333333333334
183807,女,18工业工程,597.0,100,第五食堂,58.802,15.323333333333332
183808,女,18工业工程,754.0,125,第五食堂,44.9372,15.1
183809,女,18工业工程,609.0,77,第五食堂,79.58051948051948,8.806666666666667
183810,女,18工业工程,582.0,76,第五食堂,49.51447368421052,10.31
183811,女,18工业工程,532.0,58,第五食堂,47.3948275862069,10.393333333333334
183812,女,18工业工程,609.0,85,第五食堂,47.93882352941176,12.693333333333333
183813,女,18工业工程,728.0,72,第五食堂,106.13888888888889,11.913333333333332
183814,女,18工业工程,224.0,61,第二食堂,34.00819672131148,7.35
183815,男,18首饰设计,374.0,38,第五食堂,39.71578947368421,4.633333333333334
183819,男,18首饰设计,483.0,11,第三食堂,36.345454545454544,1.4066666666666667
183820,男,18首饰设计,767.0,121,第五食堂,54.91438016528926,11.43
183823,男,18首饰设计,456.0,83,第三食堂,35.69927710843373,9.953333333333335
183826,男,18首饰设计,526.0,54,第三食堂,51.48888888888889,9.1
183827,男,18首饰设计,781.0,119,第三食堂,76.04285714285714,20.85666666666667
183830,男,18首饰设计,568.0,67,第三食堂,42.44925373134328,6.406666666666666
183831,男,18首饰设计,360.0,37,第三食堂,65.50756756756758,8.66
183832,男,18首饰设计,331.0,36,好利来食品店,51.84722222222222,10.043333333333333
183833,男,18首饰设计,516.0,91,第三食堂,84.21098901098901,11.363333333333333
183834,男,18首饰设计,626.0,37,第三食堂,34.28648648648648,6.819999999999999
183835,女,18首饰设计,1449.0,321,第一食堂,517.6158878504673,99.15566666666668
183836,女,18首饰设计,836.0,114,第三食堂,62.03157894736842,14.903333333333334
183837,女,18首饰设计,378.0,38,第三食堂,26.355263157894736,3.353333333333333
183838,女,18首饰设计,349.0,40,第二食堂,52.0625,8.366666666666667
183839,女,18首饰设计,656.0,19,第三食堂,44.31578947368421,2.4866666666666664
183841,女,18首饰设计,396.0,38,第三食堂,31.860526315789475,6.946666666666667
183844,女,18首饰设计,358.0,68,第五食堂,63.47647058823529,6.430000000000001
183845,女,18首饰设计,494.0,51,第五食堂,44.0078431372549,7.516666666666667
183847,女,18首饰设计,557.0,121,第四食堂,51.27190082644628,21.6
183848,女,18首饰设计,274.0,27,第五食堂,42.092592592592595,4.133333333333334
183849,女,18首饰设计,478.0,48,第五食堂,50.106249999999996,5.293333333333334
183850,女,18首饰设计,690.0,76,第五食堂,44.69078947368421,9.32
183851,女,18首饰设计,700.0,95,第五食堂,46.51578947368421,9.123333333333333
183852,女,18首饰设计,653.0,97,第五食堂,95.80309278350515,6.836666666666667
183853,女,18首饰设计,598.0,79,第五食堂,104.54556962025318,8.946666666666665
183854,女,18首饰设计,689.0,90,第五食堂,96.06111111111112,7.083333333333333
183855,女,18首饰设计,527.0,50,第五食堂,68.27199999999999,6.283333333333333
183857,女,18首饰设计,569.0,68,第五食堂,43.38823529411765,5.626666666666667
183858,女,18首饰设计,438.0,63,第三食堂,83.89682539682539,14.333333333333334
183859,女,18首饰设计,598.0,96,第五食堂,167.09270833333332,25.076666666666664
183860,女,18首饰设计,577.0,70,第五食堂,46.7,10.303333333333335
183861,女,18首饰设计,755.0,60,第五食堂,75.91833333333334,7.346666666666667
183862,女,18首饰设计,568.0,69,第五食堂,68.30579710144929,8.79
183863,女,18首饰设计,210.0,32,第二食堂,99.0125,6.796666666666667
183864,女,18首饰设计,447.0,82,第五食堂,57.264634146341464,9.92
183865,女,18首饰设计,830.0,110,第三食堂,87.34181818181818,11.553333333333335
183867,女,18首饰设计,663.0,76,第三食堂,47.33157894736842,12.946666666666665
183868,女,18首饰设计,146.0,11,第五食堂,28.927272727272726,2.26
183871,女,18首饰设计,523.0,52,第五食堂,117.87692307692308,9.346666666666666
183872,女,18首饰设计,504.0,65,第五食堂,75.4076923076923,5.626666666666667
183873,女,18首饰设计,494.0,39,第三食堂,57.81666666666666,4.28
183874,女,18首饰设计,496.0,9,第五食堂,44.0,1.8566666666666665
183876,女,18首饰设计,623.0,51,第五食堂,99.76274509803923,10.520000000000001
183878,女,18首饰设计,227.0,47,第五食堂,63.85531914893617,4.776666666666667
183880,女,18首饰设计,771.0,3,第五食堂,1.4666666666666668,0.1366666666666667
183881,女,18首饰设计,426.0,53,第五食堂,45.84962264150943,4.446666666666667
183882,女,18首饰设计,619.0,80,第五食堂,49.11125,10.463333333333333
183883,女,18首饰设计,480.0,51,第三食堂,51.74313725490196,8.7
183884,女,18首饰设计,395.0,29,第三食堂,59.22068965517241,4.3533333333333335
183885,男,18国际金融,293.0,10,第五食堂,23.580000000000002,1.68
183887,男,18国际金融,903.0,13,第二食堂,71.66923076923078,1.9166666666666667
183889,男,18国际金融,339.0,16,第五食堂,51.725,3.4433333333333334
183891,男,18国际金融,421.0,40,第五食堂,79.49499999999999,9.17
183892,男,18国际金融,536.0,28,第五食堂,85.97857142857143,7.383333333333334
183894,女,18国际金融,412.0,23,好利来食品店,84.01304347826087,3.783333333333333
183895,女,18国际金融,495.0,50,第五食堂,69.686,5.0600000000000005
183896,女,18国际金融,327.0,18,好利来食品店,41.03333333333333,3.5833333333333335
183897,女,18国际金融,349.0,19,第五食堂,67.23157894736842,3.283333333333333
183898,女,18国际金融,486.0,31,第四食堂,68.62258064516128,6.916666666666667
183899,女,18国际金融,322.0,1,教师食堂,36.5,0.23333333333333334
183901,女,18国际金融,724.0,106,第五食堂,51.12924528301887,13.889999999999999
183902,女,18国际金融,565.0,65,第四食堂,146.42923076923077,14.683333333333334
183905,女,18国际金融,178.0,30,第二食堂,47.59,3.8866666666666663
183907,女,18国际金融,416.0,46,好利来食品店,93.27826086956522,8.34
183908,女,18国际金融,534.0,105,第二食堂,116.57333333333334,11.883333333333333
183909,女,18国际金融,202.0,3,第一食堂,1.5666666666666667,0.11333333333333334
183910,女,18国际金融,504.0,23,第四食堂,56.11304347826088,3.8466666666666667
183913,男,18会计,698.0,69,第五食堂,34.60144927536232,6.430000000000001
183914,女,18会计,285.0,9,第一食堂,14.21111111111111,1.0366666666666666
183915,女,18会计,539.0,64,第五食堂,70.103125,15.363333333333333
